,Number,Name,RA,DEC,Type,V,posunc,centerdist,RA_rate,DEC_rate,geodist,heliodist,alpha,elong,x,y,z,vx,vy,vz,epoch
0,388188,2006 DP14,135.09963374999998,3.542201111111111,NEA>Apollo,18.3,0.151,93.244,-37.1867,31.035,0.48520718213,1.42774842928,23.56,145.17,-1.199844169,0.536306095,0.138253387,-0.014498937,-0.00237387,-0.003890778,2459640.0
1,,2020 OH7,135.21921708333332,3.537858611111111,Mars-Crosser,23.3,0.763,365.114,-21.2316,28.475,2.22592941626,3.10303522037,10.53,145.29,-2.506436589,1.788195809,0.202180882,-0.005466534,-0.005948414,0.001147662,2459640.0
2,,2016 AR7,135.16924458333332,3.6221397222222222,MB>Outer,20.4,0.098,396.243,-19.2422,3.167,2.04906725934,2.92903910399,11.18,145.25,-2.369028695,1.665259752,0.250217811,-0.006737724,-0.005971473,-0.005413405,2459640.0
3,,2006 HQ157,135.22310541666664,3.6835588888888893,MB>Outer,20.7,0.051,685.188,-13.8151,17.509,1.87460787909,2.75851048641,11.86,145.3,-2.250386995,1.563907173,0.216158515,-0.006319864,-0.00862907,-0.002473937,2459640.0
4,,2020 SD89,135.26133041666665,3.3925816666666666,MB>Outer,21.4,0.107,699.059,-13.1049,15.679,1.82792350679,2.71301954407,12.06,145.33,-2.207672695,1.522615731,0.207533538,-0.007605349,-0.007685002,-0.002900716,2459640.0
5,,2010 CZ216,135.03854458333333,3.7017830555555555,MB>Outer,22.3,0.177,700.167,-14.4259,18.505,2.23191772284,3.10768151822,10.56,145.12,-2.487732247,1.800217423,0.229974712,-0.007544068,-0.006313689,-0.00132185,2459640.0
6,,2015 TM336,135.00317291666664,3.684481666666667,MB>Outer,21.0,0.047,709.747,-13.0404,20.259,1.89772419443,2.7796403972,11.84,145.08,-2.242328745,1.567302643,0.210380812,-0.008583931,-0.006516933,-0.001618535,2459640.0
7,325541,2009 SG58,134.9789875,3.726196388888889,MB>Outer,21.1,0.035,882.563,-17.7031,12.351,2.42350922356,3.29575530445,9.96,145.06,-2.641109928,1.941791212,0.255768912,-0.00519383,-0.006879266,-0.002777579,2459640.0
8,514239,2015 OL88,134.99111874999997,3.2911627777777777,MB>Middle,21.5,0.048,956.388,-20.3239,9.793,2.01734649935,2.89659255958,11.36,145.05,-2.355196558,1.657891279,0.224755198,-0.005267908,-0.007145787,-0.00402649,2459640.0
9,,2015 RE285,134.84994874999998,3.485826388888889,MB>Middle,23.6,0.669,974.933,-18.3535,15.404,2.62784645451,3.49611399455,9.42,144.92,-2.778572791,2.079965708,0.247239115,-0.005532809,-0.005628158,-0.001510973,2459640.0
